HUC_8,latitude,longitude,Total phosphorus concentration in soil (ppm),Mehlich-3 (M3) phosphorus concentration in soil (ppm),Soil Fertility Level
11020001,38.76004,-106.1508,1394,518.520009165403,Excessive
11020002,38.331175,-104.898425,1050,335.266742075272,Excessive
11020003,38.75,-104.7805,702.5,170.033009033851,Excessive
11020005,38.1908833333333,-104.019816666667,590,130.207833541531,Excessive
11020006,37.7762,-105.0746,620,116.571713776968,Excessive
11020008,38.592,-103.7498,445,58.3320201114804,Excessive
11020009,38.13374,-102.85524,636,131.4095324337,Excessive
11020010,37.27132,-104.17408,688,150.309398802118,Excessive
11020011,39.1409,-104.2472,200,5.21198719590324,Very Low
11020012,38.6205,-102.90215,310,19.8203972257543,Low
11020013,37.6433,-102.5388,650,129.721954544349,Excessive
11030001,37.96575,-101.45575,860,231.929285593586,Excessive
11030002,38.41975,-101.5782,1235,435.258537104747,Excessive
11030004,37.8014,-99.5474333333333,530,93.40034209196,Excessive
11030005,38.19946,-100.08544,630,130.637273114481,Excessive
11030006,37.833,-100.1545,710,157.329727250885,Excessive
11030007,38.53035,-100.6329,820,211.478752724067,Excessive
11030008,38.4724,-99.3469,630,147.321581848593,Excessive
11030009,37.6288,-99.3227,150,2.16244483908333,Very Low
11030011,38.4451,-98.30465,625,118.791643786813,Excessive
11030012,38.15925,-97.5181,565,99.8592924277616,Excessive
11030013,37.48555,-97.25825,585,132.743579336083,Excessive
11030014,37.76255,-98.1646,390,61.5321384586467,Excessive
11030016,37.623,-97.6248,430,47.0993575829384,Optimum
11030017,38.048,-96.8593,1370,505.615450207487,Excessive
11030018,37.59775,-96.81105,355,28.2625269251927,Medium
11040001,36.988,-103.4892,570,98.8945909305799,Excessive
11040002,37.0859666666667,-102.231166666667,383.333333333333,47.1023844976782,Optimum
11040003,37.365,-101.6807,625,120.275731604319,Excessive
11040005,37.6182666666667,-102.214133333333,550,94.8977768484047,Excessive
11040006,37.23065,-100.9146,375,51.5026902418919,Excessive
11040007,37.5615,-101.0428,710,157.329727250885,Excessive
11040008,37.2291666666667,-99.8004333333333,590,114.880442305279,Excessive
11050001,36.61895,-98.90445,320,28.7687236040046,Medium
11050002,36.19656,-97.94556,512,116.861422355203,Excessive
11050003,35.95,-97.102,360,29.0718255219181,Medium
11060002,36.8895,-98.7468,555,90.2923467748025,Excessive
11060003,37.32815,-98.5939,390,36.6584312483894,Optimum
11060004,36.8869,-97.7901333333333,390,50.2967669502313,Excessive
11060005,37.3651,-97.9495666666667,450,64.5673387214061,Excessive
11060006,36.4579,-96.9862,526.666666666667,106.523751133522,Excessive
11070101,37.9121,-95.98245,655,132.705292806112,Excessive
11070103,36.979125,-95.466325,595,135.436439824597,Excessive
11070104,37.2237,-95.802,420,44.2450369748607,Optimum
11070105,36.03785,-95.59865,315,22.6236432149613,Low
11070106,36.95365,-96.05015,250,10.5726162144224,Very Low
11070107,36.5695,-96.1433,230,7.9805581833677,Very Low
11070201,38.2596,-96.188,950,279.072307389984,Excessive
11070202,38.3619,-97.0935,430,47.0993575829384,Optimum
11070203,38.3975,-96.6753,465,62.4344286713621,Excessive
11070204,37.9890666666667,-95.5472333333333,1296.66666666667,463.332651691282,Excessive
11070205,37.6885,-95.2364,380,33.7515272869714,Medium
11070206,36.86325,-94.86755,345,27.8395544053559,Medium
11070207,37.0554333333333,-94.1024666666667,526.666666666667,88.4147890166541,Excessive
11070208,36.518,-93.9802,940,273.776155295031,Excessive
11080001,36.5566,-104.5878,630,120.90183207821,Excessive
11080002,36.5464,-105.1312,750,176.553045399649,Excessive
11080003,35.9173,-104.545,620,116.571713776968,Excessive
11080004,35.7968,-104.862,500,69.5192184873766,Excessive
11080006,35.344225,-103.51005,200,8.44908292775752,Very Low
11080007,35.8607,-103.79105,335,36.3479421265065,Optimum
11080008,35.2237,-103.386,610,112.297416175949,Excessive
11090102,36.13995,-103.29455,360,29.264004431776,Medium
11090103,35.9124,-102.5665,190,4.46064633966264,Very Low
11090104,36.14,-102.97,90,0.442115417760837,Very Low
11090105,35.5016666666667,-102.149266666667,490,103.787912792449,Excessive
11090106,35.7304,-101.1204,380,41.1758907267066,Optimum
11090201,35.9283333333333,-99.1639,466.666666666667,61.4677745147324,Excessive
11090202,35.1516,-97.20955,680,151.57965472465,Excessive
11090203,35.2713,-97.2664,90,0.442115417760837,Very Low
11090204,34.93175,-95.5342,630,167.060207309089,Excessive
11100101,36.6681,-103.357733333333,466.666666666667,84.637363990226,Excessive
11100102,36.9508,-100.9631,180,3.78325377224484,Very Low
11100103,36.4542666666667,-102.259133333333,400,47.5310724290614,Optimum
11100104,36.0807,-101.6779,445,52.1267034032188,Excessive
11100201,36.63595,-100.4513,200,7.64048032113538,Very Low
11100202,36.2155,-100.4729,270,12.7648450352117,Very Low
11100203,36.5207,-99.6238,470,59.4031694844761,Excessive
11100301,36.3156666666667,-99.2229333333333,176.666666666667,4.1078350882541,Very Low
11100302,35.37055,-95.7087,165,3.88751222370415,Very Low
11100303,35.617,-96.5116166666667,258.333333333333,27.1495546517729,Medium
11110101,36.0495,-95.8338,220,6.94814108467014,Very Low
11110102,35.7661,-95.1912,390,36.2343111478574,Optimum
11110103,35.911475,-94.80605,450,75.619724560414,Excessive
11110104,35.1991,-95.1022,720,162.079959510226,Excessive
11110105,35.03825,-94.41845,350,27.3092678445631,Medium
11110201,35.53575,-94.1197,370,47.8070699335226,Optimum
11110202,35.44545,-93.466,825,213.998569236883,Excessive
11110203,35.392,-92.7142,470,59.4031694844761,Excessive
11110204,35.085,-93.4069,520,76.6607181281259,Excessive
11110205,35.1819,-92.3437,440,50.0437297093775,Excessive
11110207,34.4205,-92.1294,175,3.89395282276514,Very Low
11120101,34.9084,-103.1258,400,38.8114366742139,Optimum
11120102,35.1031,-102.57435,315,20.2494730052907,Low
11120103,34.8913,-101.6457,263.333333333333,14.251040314205,Very Low
11120104,34.5655,-102.2082,490,83.4081593083797,Excessive
11120105,34.61225,-100.609475,247.5,14.7452709262653,Very Low
11120201,35.1128333333333,-101.011166666667,96.6666666666667,0.582370652937747,Very Low
11120202,34.6385,-99.5081,390,36.2343111478574,Optimum
11120302,35.2718,-100.06445,170,4.81367154964721,Very Low
11120303,35.0783,-99.3448,165,2.90711276278027,Very Low
11130101,34.58865,-99.5662,220,9.54485407977182,Very Low
11130102,34.2186,-98.7352,510,73.0514278321865,Excessive
11130103,34.3074,-100.885533333333,196.666666666667,6.33236531439407,Very Low
11130105,33.9946,-99.7917,340,24.7764815765805,Low
11130201,33.8276,-97.2672,210,6.04023210526371,Very Low
11130202,34.7361,-98.5222,210,6.04023210526371,Very Low
11130203,34.4503,-98.59675,210,12.5411711777132,Very Low
11130204,34.0995,-100.1418,330,22.7735265634139,Low
11130205,33.7308,-99.669,930,268.492265928589,Excessive
11130206,34.01985,-98.5667,235,8.98841611555748,Very Low
11130207,33.9474,-99.2643,220,6.94814108467014,Very Low
11130208,34.2595333333333,-98.0997666666667,346.666666666667,30.7059743418761,Medium
11130209,33.5337333333333,-98.5508,183.333333333333,4.42579418976375,Very Low
11130210,33.8253,-96.7579,290,16.4739585241168,Low
11130301,35.69625,-100.30035,160,3.78125445094966,Very Low
11130302,35.26715,-98.5721333333333,275,20.1153121325022,Low
11130303,34.729925,-97.334625,100,0.751364607298532,Very Low
11130304,34.1512,-96.8901,200,5.21198719590324,Very Low
11140102,34.1435,-96.3593666666667,313.333333333333,28.4869097627416,Medium
11140103,34.508825,-95.95035,487.5,98.682547816423,Excessive
11140104,34.1515,-95.9041,140,1.74767354026658,Very Low
11140105,34.3457666666667,-95.2350333333333,360,32.1245957973549,Medium
11140106,33.68865,-94.6021,250,15.4097495310923,Very Low
11140107,34.2828,-94.8207,190,4.46064633966264,Very Low
11140108,34.3904,-94.6522,430,47.0993575829384,Optimum
11140109,34.05812,-94.24282,904,281.634595861852,Excessive
11140201,33.42895,-93.78485,315,31.0203646222002,Medium
11140202,32.0799,-93.3918,310,19.0566635740753,Low
11140204,32.241,-93.4328,620,116.571713776968,Excessive
11140205,32.89295,-93.5723,130,1.62596378857667,Very Low
11140206,32.3687,-93.9993,280,14.1970913441747,Very Low
11140207,31.5468333333333,-93.0021,390,69.221524815216,Excessive
11140209,32.156,-93.2445,140,1.74767354026658,Very Low
11140301,33.4861,-95.78935,210,12.5411711777132,Very Low
11140302,33.4312666666667,-95.0227666666667,296.666666666667,34.4855437213165,Medium
11140303,33.302,-95.2318,130,1.38945498222185,Very Low
11140305,33.1385,-95.0269,130,1.38945498222185,Very Low
11140306,32.9958,-94.3158333333333,306.666666666667,33.3445210130491,Medium
11140307,32.6175,-94.338,250,10.1743904848197,Very Low
12010001,32.6874,-95.721,160,2.63755975992418,Very Low
12010002,32.5077,-94.8044,790,196.536317824979,Excessive
12010003,32.9246,-95.5247,100,0.614367817229173,Very Low
12010004,31.7485333333333,-93.9177333333333,133.333333333333,1.64641916513194,Very Low
12010005,30.8187,-93.64795,265,12.6401532919243,Very Low
12020001,32.2115666666667,-95.4742333333333,196.666666666667,9.74599692459752,Very Low
12020002,31.2112,-94.9559,136.666666666667,2.03813768837964,Very Low
12020003,30.55965,-94.05825,172.5,4.31738643307224,Very Low
12020004,31.93065,-95.0848,575,118.693299326232,Excessive
12020005,31.4795333333333,-94.3147,226.666666666667,11.4489816805888,Very Low
12020006,30.78815,-94.5844,105,0.720625589983661,Very Low
12030101,33.2804,-97.922825,197.5,7.94992622825182,Very Low
12030102,32.5102,-97.3185,640,125.285871397677,Excessive
12030103,33.4752,-97.089,260,11.4244434152116,Very Low
12030104,33.1842,-97.4431,760,181.446396097563,Excessive
12030105,32.6272,-96.8991,910,257.964499439691,Excessive
12030106,32.9086,-96.5444,670,153.733237216414,Excessive
12030107,32.52925,-96.12575,200,9.74938949591805,Very Low
12030109,32.31105,-97.00955,715,161.863991645541,Excessive
12030201,31.7892,-96.07705,405,70.2452729818285,Excessive
12030202,30.9093333333333,-95.52785,338.333333333333,47.7111955691527,Optimum
12040102,30.1525,-95.9546,70,0.201301653937544,Very Low
12040103,30.7121,-95.4079,70,0.201301653937544,Very Low
12040104,29.9247,-95.18905,145,2.5375070784459,Very Low
12040201,30.0043,-94.2698,800,201.32599401822,Excessive
12040202,29.506,-94.5053,240,9.01297528206526,Very Low
12040203,29.9504,-95.0364,210,6.04023210526371,Very Low
12040204,29.4885,-95.1689,230,7.93827196457156,Very Low
12050001,33.9949666666667,-103.14045,186.666666666667,5.6536610540701,Very Low
12050002,33.7397,-101.9566,250,10.1743904848197,Very Low
12050004,33.1046,-100.89905,230,10.9132651696129,Very Low
12050005,34.4739,-102.505066666667,690,165.877139845285,Excessive
12050007,33.47386,-101.00496,348,36.6389255504029,Optimum
12060101,33.34452,-99.5962,322,25.0172204731452,
12060102,32.58495,-100.108225,260,23.2169498939701,Low
12060105,32.6352666666667,-99.0610666666667,313.333333333333,32.7566749421759,Medium
12060201,32.81652,-98.24958,332,49.1914381423075,Optimum
12060202,32.04255,-97.384475,167.5,3.71775012114104,Very Low
12060204,31.6852,-97.4091,1005,308.920381953219,Excessive
12070101,30.74695,-96.626575,347.5,49.4556684492855,Optimum
12070102,30.3978,-96.4595,80,0.30586077884592,Very Low
12070103,31.2537,-96.4011,120,1.68898370978695,Very Low
12070104,29.74275,-95.991625,132.5,2.26100580697682,Very Low
12070201,32.0111666666667,-98.3864,503.333333333333,104.597906738378,Excessive
12070202,31.41995,-98.0253,475,62.7925255565796,Excessive
12070203,31.1340333333333,-98.1052,363.333333333333,41.365788496042,Optimum
12070204,30.9536,-97.37965,500,76.1328322068266,Excessive
12070205,30.4877,-97.2986,530,80.3452199475923,Excessive
12080001,33.4325,-102.904425,290,36.8821021103049,Optimum
12080002,32.646225,-101.3403,322.5,33.8869249577306,Medium
12080003,32.734875,-102.982325,192.5,9.34483987873528,Very Low
12080004,32.7148333333333,-102.3878,170,8.50815259106241,Very Low
12080005,31.89804,-102.34398,220,19.9687414700976,Low
12080006,32.7504,-102.131333333333,73.3333333333333,0.255846364516018,Very Low
12080008,32.12375,-100.499,305,18.1993490966762,Low
12090101,32.0189,-100.062566666667,256.666666666667,18.7506831964356,Low
12090103,31.4605,-101.239,456.666666666667,57.2661553445456,Excessive
12090104,31.79795,-101.115575,637.5,132.378920130044,Excessive
12090105,31.4870666666667,-100.262366666667,343.333333333333,30.5624857143263,Medium
12090106,31.4554333333333,-99.2465333333333,290,26.1914116989668,Medium
12090107,31.8908,-99.0915,270,12.8107673796932,Very Low
12090108,31.93685,-99.4039,375,34.5501966417264,Medium
12090109,30.8418333333333,-99.7466,1660,653.291271099323,Excessive
12090201,30.4114,-98.6233,270,12.7648450352117,Very Low
12090202,30.488,-100.3497,520,76.6607181281259,Excessive
12090203,30.0866,-100.3694,650,129.721954544349,Excessive
12090204,30.5845857142857,-99.1455571428572,518.571428571429,106.440361309619,Excessive
12090205,30.5935,-98.3372,520,76.6607181281259,Excessive
12090206,30.2335,-98.6368,180,3.78325377224484,Very Low
12090301,30.1321666666667,-97.0995666666667,233.333333333333,13.0302126305637,Very Low
12090302,29.6417,-96.4271,440,50.0437297093775,Excessive
12090401,29.27625,-95.8997,315,38.743800745432,Optimum
12100101,29.2112666666667,-97.0109333333333,176.666666666667,3.80676902527748,Very Low
12100102,29.6455,-97.0565,350,26.8759494162968,Medium
12100201,29.9469,-99.01045,400,58.3790312578059,Excessive
12100202,29.6057,-97.9555666666667,576.666666666667,108.98044752425,Excessive
12100203,29.86755,-97.72985,1120,431.970051310451,Excessive
12100204,28.6635,-97.1212,130,1.38945498222185,Very Low
12100302,29.54955,-98.78055,665,141.513172585989,Excessive
12100304,29.1906,-98.041,150,2.16244483908333,Very Low
12100401,28.9144,-96.4363666666667,133.333333333333,1.86032676623142,Very Low
12100405,27.9561,-97.151,190,4.46064633966264,Very Low
12100406,28.4656,-97.40325,135,2.70664442492039,Very Low
12100407,28.3688,-97.6995,150,2.16244483908333,Very Low
12110103,28.4012,-99.49345,255,12.1343253849893,Very Low
12110104,28.6334,-100.1315,1240,435.344228185722,Excessive
12110105,27.887625,-98.94645,400,48.1658235392919,Optimum
12110106,29.2491166666667,-99.5198666666667,301.666666666667,26.812940324267,Medium
12110107,29.3572,-99.083,690,147.95011665429,Excessive
12110108,28.6567,-98.68995,320,23.9122059781396,Low
12110109,28.844,-98.774,250,10.1743904848197,Very Low
12110110,29.0497,-98.376,280,14.1970913441747,Very Low
12110111,28.6942,-98.0126,160,2.63755975992418,Very Low
12110202,27.8132,-97.6816,70,0.201301653937544,Very Low
12110204,27.9186,-98.1527,690,147.95011665429,Excessive
12110205,27.4158666666667,-98.1344666666667,110,1.196188381504,Very Low
12110207,26.9311,-98.4652,125,1.53983758884251,Very Low
12110208,26.4212,-98.0498,246.666666666667,15.3343463657929,Very Low
13010001,37.7698,-107.0768,595,109.342574828089,Excessive
13010002,37.38515,-105.984875,935,280.792389108483,Excessive
13010003,37.6019,-105.9272,1280,457.000460444705,Excessive
13010004,38.169,-106.174166666667,1113.33333333333,367.277203631723,Excessive
13010005,36.999,-106.2196,740,171.693180500764,Excessive
13020101,36.5475,-105.64664,692,151.031673778917,Excessive
13020102,36.568725,-106.572775,657.5,151.252395421869,Excessive
13020201,35.5166,-106.373133333333,546.666666666667,87.4714448850047,Excessive
13020202,35.7517,-106.689866666667,310,28.850241091413,Medium
13020203,34.4236428571429,-106.848671428571,530,99.6257133620921,Excessive
13020204,35.36145,-107.097775,570,96.864178961571,Excessive
13020207,35.2102666666667,-108.065,443.333333333333,78.0337242112683,Excessive
13020208,33.914,-108.0166,650,131.762033297782,Excessive
13020209,34.2800333333333,-107.417066666667,803.333333333333,216.086925210983,Excessive
13020210,33.8652,-106.671,420,44.2450369748607,Optimum
13020211,33.7694333333333,-107.418533333333,423.333333333333,58.2868339470728,Excessive
13030101,33.2219333333333,-107.514033333333,846.666666666667,234.803453830107,Excessive
13030102,32.32782,-107.0925,298,20.9305961164525,Low
13030103,32.821475,-106.861175,497.5,78.9678070726534,Excessive
13030201,31.8122,-108.310633333333,426.666666666667,57.7034277846521,Excessive
13030202,32.24288,-107.6769,622,133.830411311951,Excessive
13040100,31.4536,-105.924966666667,783.333333333333,229.437361132998,Excessive
13040201,30.8131,-104.9566,405,40.7037810224103,Optimum
13040202,29.9995,-104.117333333333,650,139.120424399526,Excessive
13040204,29.654,-103.5861,1395,525.813347689309,Excessive
13040205,29.2086,-102.9912,360,29.0718255219181,Medium
13040206,29.6175,-103.0211,330,22.7735265634139,Low
13040207,29.5276,-103.125,1520,586.113781480114,Excessive
13040208,30.12915,-102.4995,445,52.876764817617,Excessive
13040209,30.0576,-102.5739,600,116.735563498833,Excessive
13040210,29.9624,-101.9523,470,59.4031694844761,Excessive
13040211,30.3746,-102.7129,425,71.2630630978176,Excessive
13040301,30.6646,-100.9107,640,125.285871397677,Excessive
13040302,29.51805,-100.98945,395,44.7127815816688,Optimum
13040303,29.8342,-100.6921,620,116.571713776968,Excessive
13050001,34.66014,-105.91882,496,75.6216071999528,Excessive
13050003,33.3815333333333,-106.009966666667,1053.33333333333,343.353871830127,Excessive
13050004,31.4920642857143,-105.092657142857,577.857142857143,129.325554972978,Excessive
13060001,35.2162714285714,-105.179528571429,487.142857142857,81.2461404087937,Excessive
13060002,34.9125,-105.1546,310,19.0566635740753,Low
13060003,34.247,-104.562685714286,451.428571428571,127.098961068499,Excessive
13060004,34.6498,-103.9802,370,31.363832335443,Medium
13060005,33.85735,-105.10095,400,49.6469410772488,Optimum
13060006,34.1331,-105.2081,180,3.78325377224484,Very Low
13060007,33.300875,-104.062075,130,2.41920584084099,Very Low
13060008,33.44385,-105.20835,495,67.8723776224578,Excessive
13060009,33.0791,-104.6044,700,152.619227272585,Excessive
13060010,32.8827,-105.1518,630,120.90183207821,Excessive
13060011,32.4706857142857,-104.410385714286,368.571428571429,47.6150848509118,Optimum
13070001,31.4785,-103.28336,426,77.2503578965107,Excessive
13070003,30.9242,-103.74785,470,62.7912066908859,Excessive
13070004,31.258225,-104.222875,415,62.1065543564603,Excessive
13070006,30.53445,-103.4894,705,155.828820406203,Excessive
13070007,32.1546666666667,-103.426766666667,170,3.65838527560539,Very Low
13070008,30.7908,-101.821175,450,58.5776118010596,Excessive
13070009,30.6378,-102.6688,540,84.1030336466222,Excessive
13070010,30.449,-101.7321,590,103.923975421479,Excessive
13070011,30.6525666666667,-101.4345,450,75.3280957780401,Excessive
13080001,29.0566,-100.44865,560,111.096501210187,Excessive
13080002,27.8418,-99.7346,590,103.923975421479,Excessive
13080003,27.08155,-99.29035,230,9.98979718960062,Very Low
13090001,26.37425,-98.71825,335,39.4115814836046,Optimum
14010001,40.00595,-106.578125,932.5,271.870525391657,Excessive
14010002,39.8965,-106.3114,920,263.221437457967,Excessive
14010005,39.3691666666667,-108.215066666667,676.666666666667,169.356731556452,Excessive
14020001,38.8651,-106.9132,1560,607.445809045662,Excessive
14020002,38.57986,-107.33074,822,217.063733194805,Excessive
14020003,38.4041,-106.7642,350,26.8759494162968,Medium
14020005,38.6543,-108.4115,486.666666666667,67.3763160831992,Excessive
14020006,38.1949,-107.9021,1225,427.171245599067,Excessive
14030001,39.11524,-109.22684,568,101.194744080367,Excessive
14030002,37.719525,-108.622275,500,82.71841943662,Excessive
14030003,37.9791,-108.2595,550,87.9322359360527,Excessive
14030005,38.48395,-109.48525,415,58.0095651629551,Excessive
14040101,42.44415,-110.225125,787.5,202.825344311242,Excessive
14040102,42.8843,-109.8827,700,166.074554129165,Excessive
14040103,41.9566,-110.1762,1000,305.711165894878,Excessive
14040104,42.2473666666667,-109.414433333333,1000,307.64315015346,Excessive
14040105,41.5730666666667,-108.847733333333,703.333333333333,158.091718092034,Excessive
14040106,40.9798,-109.608633333333,563.333333333333,101.083765258332,Excessive
14040107,41.20175,-109.9347,645,168.673332009164,Excessive
14040108,41.624,-110.9207,790,196.312931387408,Excessive
14040109,41.1264,-108.5331,915,260.895997984789,Excessive
14040200,41.93812,-107.8154,710,188.912987423679,Excessive
14050001,40.5089,-107.185066666667,926.666666666667,268.999187496324,Excessive
14050003,40.9552333333333,-108.017533333333,770,187.030590804734,Excessive
14050004,41.4224,-108.0398,840,221.631511429914,Excessive
14050005,40.0375333333333,-107.681066666667,696.666666666667,171.354929598445,Excessive
14050006,40.0642,-108.3114,690,147.95011665429,Excessive
14050007,39.986725,-109.04055,532.5,114.180271242869,Excessive
14060001,40.30165,-109.36845,600,109.155631624335,Excessive
14060003,40.125075,-110.1491,632.5,137.164864267503,Excessive
14060004,40.1557,-110.4057,2030,853.576769887165,Excessive
14060005,39.3363,-110.1617,775,188.939519708934,Excessive
14060006,39.7473,-109.6118,680,148.432405098951,Excessive
14060007,39.78535,-110.95435,720,164.408503213129,Excessive
14060008,38.8188333333333,-110.1108,626.666666666667,160.595918796809,Excessive
14060009,39.1084,-110.988,940,273.998488739593,Excessive
14070001,37.74966,-110.12926,486,89.3384251796248,Excessive
14070002,38.6638,-110.7028,610,112.297416175949,Excessive
14070003,38.3232,-110.98685,415,43.1390204286175,Optimum
14070004,38.2636,-110.5795,450,53.0768008683465,Excessive
14070005,37.5382428571429,-111.198028571429,348.571428571429,37.1190200425548,Optimum
14070006,36.5904,-110.8902,240,9.01297528206526,Very Low
14070007,37.4465333333333,-112.019466666667,470,68.2070187975811,Excessive
14080101,36.85752,-107.21658,566,114.801459715957,Excessive
14080103,36.1974,-107.4557,400,38.8114366742139,Optimum
14080104,37.6028666666667,-107.7224,1163.33333333333,397.145905995281,Excessive
14080105,36.69245,-108.67935,405,43.4664653928737,Optimum
14080106,36.1276,-108.33382,308,19.3405394490096,Low
14080107,37.3997,-108.2777,380,33.7515272869714,Medium
14080201,37.2909,-109.5643,230,7.93827196457156,Very Low
14080203,37.68595,-109.11265,265,12.3677198580331,Very Low
14080204,36.4686166666667,-109.479783333333,255,14.7599684540471,Very Low
14080205,37.1302,-110.151933333333,260,17.364848803546,Low
15010001,36.59565,-111.7526,840,229.025327649041,Excessive
15010002,36.1319,-113.596,290,15.7224644340009,Very Low
15010003,36.6999666666667,-112.462066666667,740,225.39557083673,Excessive
15010004,35.971,-112.6229,757.5,189.920691396754,Excessive
15010005,36.1705333333333,-114.014233333333,640,130.801899067994,Excessive
15010006,36.5287666666667,-113.8409,406.666666666667,41.0208797677251,Optimum
15010007,35.4949333333333,-113.753333333333,933.333333333333,274.727733599596,Excessive
15010008,37.33735,-113.18505,722.5,196.018779043198,Excessive
15010009,36.74725,-112.9277,640,188.959354033095,Excessive
15010010,36.9523666666667,-114.032566666667,513.333333333333,77.3479561931028,Excessive
15010011,38.111,-115.2075,815,224.638874513109,Excessive
15010012,36.750275,-114.81865,552.5,94.7042075687343,Excessive
15010013,37.64335,-114.34755,305,18.2947364180778,Low
15010014,35.5266,-114.2558,350,26.8759494162968,Medium
15010015,36.1727,-115.427166666667,520,93.7876841675067,Excessive
15020001,34.0074,-109.4851,840,221.631511429914,Excessive
15020002,34.6024333333333,-109.6824,360,38.4798764675272,Optimum
15020003,34.37876,-108.57264,968,312.940290548904,Excessive
15020004,34.79175,-108.8137,380,39.4153837094022,Optimum
15020005,34.31654,-110.0819,544,136.904980905125,Excessive
15020006,35.47646,-108.7533,458,73.7446946614594,Excessive
15020007,34.9521,-109.5407,140,1.74767354026658,Very Low
15020008,34.7596333333333,-111.006533333333,510,89.4936486356985,Excessive
15020010,34.8053,-110.6384,550,87.9322359360527,Excessive
15020011,35.745,-109.50505,310,36.9391555974623,Optimum
15020013,35.8665,-110.3012,260,11.4244434152116,Very Low
15020014,35.5777,-110.339366666667,410,50.1514480719228,Excessive
15020015,34.97605,-111.30535,920,263.671338662396,Excessive
15020016,35.8350333333333,-111.460866666667,786.666666666667,226.249892694775,Excessive
15020017,36.0281,-110.6989,150,2.16244483908333,Very Low
15020018,36.21028,-110.82702,272,15.3309490741919,Very Low
15030101,34.489225,-114.548225,1152.5,393.02175360879,Excessive
15030102,35.023,-114.976333333333,806.666666666667,205.781727736371,Excessive
15030103,34.9314,-114.0406,560,91.8308860948003,Excessive
15030104,33.5982,-114.586475,332.5,42.0234130061159,Optimum
